organCd,사용기관명,지역,주소,홈페이지 주소,전화번호,검색 키워드,대표 강좌 이름,위도,경도
ovK8V1m4cPqI53vZUfxoEg==,SBS아카데미미용학원,충청남도 천안시,(31123) 충청남도 천안시 동남구 만남로 38 5층 지도보기,https://cheonan2.sbsbeautystyle.com/,041 - 621 - 8600,"헤어 , 피부 , 메이크업",,36.8185001,127.1562968
JnPPRqKkuiAjGuZ8B48wgA==,신세계자동차운전전문학원주식회사,전라남도 영암군,(58400) 전라남도 영암군 신북면 신북공단로 23 영암신세계자동차운전전문학원 지도보기,www.sdrive.co.kr,061 - 472 - 9700,"영암신세계운전학원 , 신세계자동차운전학원 , 2종소형학원",,34.9246295,126.7041890
GiqyteluX0UBHTsuBWtFnw==,거제네일전문학원,경상남도 거제시,(53305) 경상남도 거제시 아주1로2길 57 2~3층,,055 - 682 - 4142,"네일 , 미용 , 피부",미용사업자 기술교육 과정 | 1day 특강 | 취미네일 | 네일아트 | 취미 네일,34.8669926,128.6858833
XSoid0Oy40K39V+npNYYKw==,바레톤김포고촌점평생교육원,경기도 김포시,(10126) 경기도 김포시 고촌읍 장차로 19 201호,https://blog.naver.com/barretone_gimpo,031 - 997 - 1014,"필라테스 , 바레 , 직업능력교육",,37.6037472,126.7705806
m3LpQ1IUBWSXF2o5OuGD0A==,휴메디필라테스평생교육원,부산광역시 북구,(46557) 부산광역시 북구 만덕1로 26 중앙빌딩 3층 휴메디필라테스,https://blog.naver.com/hyumedi_pilates,010 - 6666 - 3908,"기구필라테스 , 재활필라테스 , 체형교정필라테스",기구필라테스 1:1 개인레슨 | 기구필라테스7:1 그룹레슨 | 7:1필라테스+TRX 그룹수업,35.2144302,129.0347716
Hrni5z5ISz4xJlwYBOEyGQ==,떼루아와인바리스타학원,부산광역시 기장군,(46015) 부산광역시 기장군 정관읍 정관중앙로 45 208호,,051 - 727 - 7377,"바리스타 , 와인 , 커피",,35.3211949,129.1782764
hGsgCjB1+SgZs3JjeN3b9g==,마산여성인력개발센터,경상남도 창원시,"(51230) 경상남도 창원시 마산회원구 내서읍 광려천서로 57 광림빌딩 2층, 3층, 4층, 6층 마산여성인력개발센터 지도보기",https://masan-woman.or.kr/main.do,055 - 232 - 5265,"마산여성 , 아이돌보미 , 요양보호사",요양보호사 자격취득과정(표준교육과정) | NCS)한식조리기능사 자격취득과정(실기) | NCS)요양보호사(사회복지사자격소지반) | 떡제조기능사 실기과정(토요반) | NCS)커피바리스타2급 자격취득과정 | NCS)아이돌봄 단축교육과정,35.2472951,128.5089814
oNX/GVmVlBBQuhf3jkq0cg==,고려대학교세종평생교육원,세종특별자치시 세종특별자치시,(30019) 세종특별자치시 조치원읍 세종로 2511 문화스포츠관 511호,https://sice.korea.ac.kr,044 - 860 - 1742,"세종시평생교육원 , 고려대세종평생교육원 , 세종시평생교육바우처",,36.6101822,127.2857059
Imdp1A8dS9n5rkgNOzx40g==,Kstudy한국원격평생교육원,서울특별시 종로구,(03129) 서울특별시 종로구 종로31길 36 위너스빌딩 3~5층,www.kstudy.co.kr,1544 - 9623,"사회복지사 , 보육교사 , 문헌정보",국제경영(1-X차 2026/04/17개강반 1분반) | 경영학개론 | 청소년문화(2-2차 2026/06/05개강반 1분반) | 생활지도와상담(2-3차 2026/06/12개강반 1분반) | 상담이론과실제(2-3차 2026/06/12개강반 1분반) | 인간행동의심리학적이해(2-3차 2026/06/12개강반 1분반) | 사이버심리학(2-3차 2026/06/12개강반 1분반) | 사회학개론 | 부모교육론(2-3차 2026/06/12개강반 1분반) | 경영학개론(2-3차 2026/06/12개강반 1분반),37.5725509,126.9994124
DJWRCsx8norstBL7Zdm4UA==,KBS아트비전김해율하미용학원,경상남도 김해시,(51018) 경상남도 김해시 율하2로115번길 29 2층,https://gimhaeyh.kbsba.com/,010 - 2544 - 3757,"미용자격증 , 미용사자격증 , 자격증",헤어창업반 l | 헤어국가자격증 l-A | 메이크업국가자격증 l-A | 피부국가자격증 l-A | 네일국가자격증 l-A | 메이크업창업반 l-B | 속눈썹펌 | 미용실무,35.1720230,128.8153734
n+0V7Dzh0Z0RFHKTFWOAhA==,마론필라테스답십리점평생교육원,서울특별시 동대문구,(02595) 서울특별시 동대문구 황물로 63-1 2층 지도보기,,02 - 2248 - 1456,,,37.5721879,127.0483374
hGUx3/ODSPJBe5u+ppZDEw==,원주제일중장비자동차정비학원,강원특별자치도 원주시,(26337) 강원특별자치도 원주시 북원로 2562 2층,,033 - 744 - 6677,"지게차운전 , 굴착기 운전 , 소형건설기계운전",,37.3727803,127.9429287
O/Bv6ejpqqbDuKP9IK1tIw==,한국마이더스아카데미학원,경기도 하남시,"(12918) 경기도 하남시 조정대로 45 알205호, 알206호 지도보기",www.midasedu.co.kr,010 - 9852 - 7782,"에어컨 청소 교육 , 에어컨 세척 교육 , 냉난방기 세척 교육",,37.5506852,127.1844759
qGRbIntzhyfxgB2DxtVatA==,유밥원격평생교육시설,서울특별시 영등포구,(07328) 서울특별시 영등포구 여의나루로 60 6층 유밥,https://www.ubob.com/,02 - 1566 - 3180,,스파르타 토익 패키지 | 랜선 어학 연수 패키지 | 일잘러 실무 패키지 | 올인원 패키지,37.5223003,126.9262252
qSywO9jMkqfiCjpkAa/IRg==,일곡직업전문학원,광주광역시 북구,(61041) 광주광역시 북구 설죽로 518 삼영빌딩 4층 일곡직업전문학원,ilgok.kr,062 - 526 - 0098,"컴퓨터 , 커피바리스타,조리 , 플라워",컴퓨터 사무행정 - 컴활2급 | 컴퓨터 사무행정 - ITQ(한글 엑셀 파포) | 일식조리기능사(필기 실기) | 중식조리기능사(필기 실기) | 양식조리기능사(필기 실기) | 한식조리기능사(필기 실기) | 플라워샵 상품제작과정(플로리스트 꽃다발 꽃바구니) | 커피바리스타 2급과정 | 커피바리스타 2급과정,35.2054791,126.8980547
GBaCoagzt0C5hb5y6+/EsQ==,이편한동행평생교육원,서울특별시 노원구,(01668) 서울특별시 노원구 한글비석로 422 대창빌딩 4층,carewith.co.kr,02 - 933 - 9201,"가사관리사 , 웰다잉 , 자살예방",가사관리사 양성 | 병원동행매니저 양성 | 굿엔즈 플래너 양성,37.6620279,127.0703243
hkdD79EYK1CX0LgufYjeAA==,주안대학원대학교부설평생교육원,인천광역시 미추홀구,(22140) 인천광역시 미추홀구 석바위로74번길 11 주안대학원대학교 평생교육원 지도보기,www.jiu.ac.kr,010 - 8859 - 7996,"기독교 치유상담 , AI 전문가 , 커피",,37.4604792,126.6814680
zjNl3Wr0lOII5jr+5aeSxA==,롯데마트의왕점문화센터,경기도 의왕시,(16036) 경기도 의왕시 계원대학로 7 롯데마트의왕점 문화센터,culture.lottemart.com,031 - 470 - 2590,,성인 발레 스트레칭 기초반 | SNPE 바른자세 척추운동,37.3805335,126.9729028
wYs8ljkqBB4E47hcrOxvJQ==,포시온라인평생직업교육원격학원,전북특별자치도 전주시,(54908) 전북특별자치도 전주시 덕진구 우아로 50 109동 1102호,,010 - 3619 - 3242,"민법 , 벤처투자 , 민사소송법",,35.8530174,127.1556541
fM2NSiaHG4HDp638rxOGUA==,주식회사에르모소뷰티직업전문학교천안점,충청남도 천안시,(31121) 충청남도 천안시 동남구 대흥로 339 천광빌딩 2층,https://www.hermosoacademy.com/ewha/00_main/index.php,041 - 552 - 5580,"헤어미용남성커트 , 피부미용 왁싱 , 속눈썹펌 셀프메이업",네일실무드릴과정 | 왁싱제모(하드소프트슈가링) | 왁싱제모과정(하드소프트슈가링) | 피부실무(아로마테라피) | 속눈썹펌반과정 | 속눈썹펌과정 | 트랜드메이크업과정 | 헤어염색창업반 | 헤어커트실무과정 | 남성헤어커트실무과정,36.8180892,127.1514090
Guuyh+btnCHRpIa0li8hxQ==,다해요리학원,충청북도 음성군,(27738) 충청북도 음성군 맹동면 원중로 1434 203호,,043 - 877 - 6616,"한식 양식 자격증 , 라이스클레이 , 떡제조기능사",,36.9095143,127.5410763
HWoLy4EE2erjn43puS8XmA==,더존평생교육원,서울특별시 강남구,(06242) 서울특별시 강남구 강남대로78길 8 9층 더존평생교육원,https://academy.douzoneedu.co.kr/,02 - 568 - 2462,"더존 프로그램 , 세무/회계 , 인사/노무",,37.4946991,127.0300978
MEXUua5eIx0xwrF9y+8keA==,미래솔원격평생교육원,서울특별시 영등포구,(07299) 서울특별시 영등포구 경인로 775 1동 1007호,https://miraesoledu.com/web/html/00_main/,02 - 6952 - 2350,"ChatGPT , AI , 인공지능",,37.5147686,126.8991302
WD1+Ke1qA043qnsrP5vinA==,에스비에스아카데미뷰티학원,강원특별자치도 춘천시,"(24440) 강원특별자치도 춘천시 영서로 2261 2층, 에스비에스아카데미뷰티학원",,033 - 818 - 2627,"춘천토탈미용 , 춘천미용학원 , 춘천SBS아카데미","토탈미용(헤어 피부 네일 메이크업 속눈섭연장) | 토탈미용(헤어, 피부, 네일, 메이크업, 속눈썹연장)",37.8639135,127.7228814
QdF4J7oJk8GWQzWgvdvJXw==,캐런밸리.실용댄스학원,전북특별자치도 정읍시,(56165) 전북특별자치도 정읍시 씨교2길 39 2층,https://www.instagram.com/karen_dance_academy,063 - 927 - 3532,"실용무용 , 실용댄스 , 성인댄스","실용무용(기초) | 실용무용(밸리,플라멩코,방송댄스)",35.5655115,126.8598339
zKMdoL182mTKzpgND7mBzQ==,원더폴댄스학원,서울특별시 강서구,(07526) 서울특별시 강서구 양천로 461 404호,,010 - 5669 - 3894,"요가 , 폴댄스",폴댄스 기초 | 폴댄스 기초,37.5630495,126.8522408
tWU2+qzUJpYM8NYPoq8lHA==,김해여성인력개발센터,경상남도 김해시,(50901) 경상남도 김해시 해반천로168번길 10-16 1층,https://www.withwoman.co.kr/kor/main/main.html,055 - 331 - 4335,"김해여성인력개발센터 , 김해새일센터 , 김해바우처사용처",모루공예,35.2625155,128.8680370
eo2NLjFkNkwdy1mUc76BVw==,이편한중장비학원,경기도 평택시,"(17876) 경기도 평택시 이화로 266-13 112호, 113호, 114호",https://0316562005.com/,010 - 8685 - 2004,"중장비학원 , 지게차학원 , 굴착기학원",,37.0169317,127.1347257
1aqcR+se0M/SzgM4l8y/cQ==,민이필라테스평생교육원,경기도 광명시,(14240) 경기도 광명시 오리로856번길 6 501호,,010 - 9771 - 3242,"필라테스 , 철산필라테스 , 광명필라테스",,37.4748286,126.8675567
h4AIgSsCH+/ZbAaXslLzeg==,대기구필라테스청담당감점평생교육원,부산광역시 부산진구,(47145) 부산광역시 부산진구 당감서로80번길 20 7층,,010 - 8183 - 5059,"필라테스 , 당감동필라테스 , 평생교육이용권사용처",7:1 그룹 필라테스 10회 | 7:1 그룹 필라테스 30회 | 1:1 개인 필라테스 10회,35.1673316,129.0380172
obSsOEggb0VWDIW64JxGyA==,광남1동주민자치센터,경기도 광주시,(12785) 경기도 광주시 고불로 73-31 태전동,,031 - 768 - 1964,,,37.3920163,127.2296807
VkYRD5XS7HxvU8hNZD3Jiw==,파고다어학원(서면점),부산광역시 부산진구,(47289) 부산광역시 부산진구 중앙대로 677 파고다아카데미 서면지점 1~4층,https://www.pagoda21.com/pagoda21/home/index.do,051 - 797 - 4000,"파고다 , 토익 , 영어",클레오토익 500목표 노베탈출 1개월완성반 | [토요반] Kates 올인원회화 스타트 | Kates 올인원회화 스타트 | 더쎈토익 700목표 1개월완성 유형정리반 | 리사토스 IM2-AL 1개월,35.1531245,129.0588376
lk0WKXbm7N9AccGtmPEz+Q==,하나요리학원,서울특별시 강북구,(01158) 서울특별시 강북구 도봉로 168 6층 하나요리학원,www.cyberyori.com,02 - 945 - 4871,"한식조리기기능사 , 양식조리기능사 , 중식조리기능사",일품 가정요리반 | 양식조리기능사실기 | 한식조리기능사실기,37.6238490,127.0275007
ZFraLlLe9867/+a11VvCAA==,서서울자동차운전전문학원,인천광역시 강화군,(23044) 인천광역시 강화군 선원면 강화동로 984 서서울자동차운전전문학원,www.seouldta.com,032 - 932 - 2176,"운전면허 취득 , 연수교육",,37.7177094,126.4759394
9e8p1m4dohHoGELq/9VEDQ==,에스바디워크구월점평생교육원,인천광역시 남동구,(21573) 인천광역시 남동구 성말로13번길 15 305호 에스바디워크필라테스,https://www.sbodyworkpilates.co.kr/,032 - 433 - 9609,"구월필라테스 , 필라테스 , 인천필라테스",,37.4462791,126.7018166
yTuODhn2U5yyjHhpn+CpmA==,서필순요리학원,울산광역시 남구,(44691) 울산광역시 남구 삼산로 63 유원빌딩 5층 서필순 요리학원 (달동),https://www.instagram.com/sps_cook,052 - 266 - 2022,"서필순요리학원 , 울산요리학원 , 서필순 요리학원",,35.5343963,129.3145908
0dmA00hiFq/dEkvGofJXUw==,청암예술평생교육원,서울특별시 노원구,(01713) 서울특별시 노원구 중계로 244 청암예술평생교육원 지도보기,,070 - 4088 - 8853,"시니어모델워킹 , 동화구연가 , 생활영어",쉽게배우는스마트폰 | 연필화교실 | 컴퓨터기초반 | 파닉스영어 | 사진편집반 | 파닉스영어 | 오감영어 | 아코디언 | 파닉스영어 | 성악,37.6514847,127.0743661
YpAXARrjJWMecPXQ47JMAA==,마소캠퍼스디티(DT)원격평생교육원,서울특별시 서초구,(06621) 서울특별시 서초구 강남대로53길 8 10-31호,https://www.masocampus.com,02 - 6080 - 2022,"AI , 인공지능 , 데이터",,37.4945711,127.0280483
byR70FZKX3x9yL6NQmbJKQ==,파동평생학습센터,대구광역시 수성구,(42237) 대구광역시 수성구 파동로3길 62 2층,https://lll.suseong.kr/,053 - 666 - 4351,,,35.8104586,128.6181574
Yb9N7rVzwx92y7fMH1H8KQ==,탑에듀,서울특별시 중구,(04560) 서울특별시 중구 동호로 336 한림빌딩 803호,www.topedu.kr,02 - 1644 - 3351,"사회복지사1급 , 청소년상담사 , 한국어교원",사회복지사1급 패키지 | 청소년상담사 3급 합격패스 | 손해평가사 종합반,37.5644226,127.0028749
YI89Aw+ixvp3Tl/b/7pzHw==,스카이벨원격평생교육원,경기도 고양시,(10449) 경기도 고양시 일산동구 호수로 358-39 303호,www.skybel.co.kr,1644 - 3260,"스카이벨화상영어 , 성인전화영어 , 필리핀원어민프리토킹",화상영어 주2회 50분 1개월 (원어민 강사) | 화상영어 주3회 25분 3개월 (필리핀 강사) | 화상영어 주5회 25분 1개월 (필리핀 강사) | 화상영어 주3회 25분 1개월 (필리핀 강사) | 화상영어 주2회 25분 1개월 (필리핀 강사),37.6403535,126.7867301
6tKSSw21xu3FZW01elb6Iw==,롯데마트문화센터영종도점,인천광역시 중구,(22371) 인천광역시 중구 흰바위로 51 롯데마트영종도점3층문화센터 지도보기,https://culture.lottemart.com/cu/common/main.do,032 - 745 - 3590,,,37.4927087,126.4912091
UOX0QX12IB0kx9rRdUlUkw==,풀잎문화센터,경기도 광명시,(14263) 경기도 광명시 오리로963번길 3 2층,http://sgr.pulip.kr,02 - 2686 - 1383,,,37.4785967,126.8559981
egM8tsahMdn7VQHuNI/2ug==,사단법인한국스포츠복지진흥원,인천광역시 남동구,"(21599) 인천광역시 남동구 소래로 540 1층135호 (수산동, 남동아시아드럭비경기장)",www.kswpa.or.kr,070 - 7812 - 5959,파크골프자격증반,파크골프 자격증반 | 파크골프 자격증반 | 파크골프자격증반,37.4379178,126.7337942
+Zo+mZ+vpREN5FM/tOFHSA==,롯데마트맥스영등포점문화센터,서울특별시 영등포구,(07228) 서울특별시 영등포구 영중로 125 롯데마트맥스영등포점 2층 문화센터,https://culture.lottemart.com/cu/branch/main.do?search_str_cd=103,02 - 2165 - 2590,"롯데마트 , 문화센터 , 영등포",,37.5278091,126.9046989
t+qKP4h/dtWr/BxY+OwT6w==,롯데마트계양점문화센터,인천광역시 계양구,(21060) 인천광역시 계양구 장제로 822 5층 문화센터,https://culture.lottemart.com/cu/common/main.do,032 - 550 - 2590,"롯데마트계양 , 문화센터",,37.5408410,126.7359660
wQN6t4O0oNkBkkSK8EKlBA==,진흥원격평생교육원,경기도 하남시,(12925) 경기도 하남시 미사대로 520 현대지식산업센터2차 D동 432호,https://jhoneedu.com,02 - 1600 - 2936,,,37.5588656,127.2045806
6XJizGQRcKVDscTvg/lfMA==,에듀뮬러평생교육원,대구광역시 북구,(41431) 대구광역시 북구 구암로 139 3층 에듀뮬러 평생교육원,,010 - 4300 - 0051,"유튜브쇼츠 , 블로그 , 스마트스토어",혼자서도 할 수 있는 온라인창업,35.9320486,128.5561116
rP8qnUi5twBsPG/NKUEk7Q==,롯데마트문화센터동두천점,경기도 동두천시,(11355) 경기도 동두천시 평화로2169번길 21 롯데마트 동두천점 3층 문화센터,https://culture.lottemart.com/cu/common/main.do,031 - 830 - 2591,"동두천시 문화센터 , 롯데마트 문화센터 , 문화센터",,37.8809416,127.0531623
LkbVLsh9+aaDXJXD4BOepw==,오마브뷰티아카데미미용학원,부산광역시 부산진구,(47286) 부산광역시 부산진구 중앙대로 701-6 오마브뷰티아카데미미용학원4층,,010 - 7488 - 7220,"이용사자격증 , 미용사자격증 , 맨즈헤어",,35.1554836,129.0587331
8sjSCW7ZCS+3nAwRJ8CuuQ==,송강미술관,경상북도 안동시,(36616) 경상북도 안동시 서후면 이송천길 240-10 송강미술관,http://www.sgma.kr/main.php,054 - 854 - 2110,"송강미술관 , 송강예술아카데미",,36.6124423,128.6943001
z+cLR8hVvzffTADd48nCng==,시원스터디원격평생교육시설,서울특별시 영등포구,(07251) 서울특별시 영등포구 영신로 166 7층,https://www.siwonschool.com/,02 - 6409 - 0878,"성인영어 , 영어학습 , 영어인강",,37.5226372,126.9021037
kgVGK7DMXuDkODSIK2xyfg==,필라테스더피지오평생교육원,서울특별시 송파구,(05616) 서울특별시 송파구 송파대로 441 7층,,02 - 4233 - 8837,"필라테스개인맞춤 , 필라테스지도자과정",,37.5058131,127.1061986
u/cXuYC5IWTjZqABqzBaBA==,클로바필라테스수원권선점평생교육원,경기도 수원시,(16584) 경기도 수원시 권선구 덕영대로1201번길 22 2층 202호,,0507 - 1351 - 4134,"수원 필라테스 , 권선동 필라테스 , 권선동 운동",,37.2501558,127.0227933
nHNLluzaP4DjcqCFJDem9A==,현대건설중장비직업전문학원,경상북도 영주시,(36167) 경상북도 영주시 영봉로 54 현대건설중장비직업전문학원,,054 - 632 - 8960,"굴착기 , 지게차",,36.8164904,128.6442622
0Wolo/BpZ3H/PbiW0HyQiA==,위례커피학원,경기도 성남시,(13647) 경기도 성남시 수정구 위례서일로 26 라크리움 9층 위례커피제과제빵학원,https://blog.naver.com/trebcoffee,010 - 3771 - 0397,"바리스타제과제빵 , 베이킹구움과자발효빵 , 디저트건강빵카페메뉴",,37.4647382,127.1386734
QKzkUvOqe5jU7RERgTnrQw==,고양시장애인주간보호센터,경기도 고양시,(10353) 경기도 고양시 일산서구 고양대로672번길 15-7 고양시장애인주간보호센터,https://www.gydcc.or.kr/,031 - 975 - 6723,,,37.6835643,126.7710702
HyR/oOAr87mQofNUs8Uu5Q==,전남대학교부설평생교육원,광주광역시 북구,(61186) 광주광역시 북구 용봉로 77 창조관,https://sle.jnu.ac.kr/default.aspx,062 - 530 - 3873,,,35.1778193,126.9080453
W8YGjdlWzix0lyKmnmF1YQ==,리메이크바디샵필라테스앤바레봉천점평생교육원,서울특별시 관악구,(08784) 서울특별시 관악구 남부순환로 1724 6층 지도보기,,010 - 9654 - 0605,,,37.4821833,126.9416417
wpMSOSw1Nrb5m5Kkl5kV2A==,포항커피제과제빵학원,경상북도 포항시,(37736) 경상북도 포항시 북구 불종로 65 4층 포항커피제과제빵학원 지도보기,www.coffeebakery.kr,054 - 241 - 0486,"포항바리스타학원 , 포항제과제빵학원 , 포항커피바리스타학원",,36.0383218,129.3667419
YmsQUcMrU5gy2FjoljbrHg==,제주특별자치도장애인종합복지관,제주특별자치도 제주시,"(63243) 제주특별자치도 제주시 516로 3120 (아라일동), 제주특별자치도장애인종합복지관",www.jejurehab.or.kr,064 - 702 - 0295,,,33.4525503,126.5530076
eQvB7xvdsaNvziIOHRLDFg==,K뷰티아카데미월드학원,경상남도 통영시,(53036) 경상남도 통영시 무전5길 6 2층,https://www.tongyoungkbt.com,055 - 646 - 9669,"헤어미용 , 피부 , 네일",실생활헤어펌 | 네일 | 속눈썹펌2 | 패디플래닝 | 피부스킨플래닝,34.8602959,128.4264370
VEXKR1B7awGUcwzPyCUOKQ==,EBS미디어사이버평생교육원,제주특별자치도 제주시,(63342) 제주특별자치도 제주시 조천읍 중산간동로 945 1층,www.jejuhakjum.com,1555 - 5140,"사회복지사 , 사회복지사2급 , 제주 실습",사회복지행정론 | 가족복지론 | 사회복지현장실습 | 의료사회복지론 | 사회복지법제와실천 | 노인복지론 | 지역사회복지론 | 아동복지론 | 사회복지실천론 | 사회복지실천기술론,33.4913934,126.6820333
sketktSdfkYJ0L4E7deUTQ==,현대직업교육학원,충청남도 당진시,(31704) 충청남도 당진시 석문면 원성산1길 130 현대직업교육학원,hdschoo.net,041 - 353 - 9968,"지게차 , 굴착기 , 크레인",,36.9683151,126.5933503
t9wCo6c3ixNHdd8XL8KaRQ==,퍼스트자동차운전전문학원,전북특별자치도 군산시,(54065) 전북특별자치도 군산시 개정면 당산1길 20 1층,http://www.firstcar.co.kr,063 - 453 - 5880,"1종보통면허 , 2종보통면허 , 1종대형면허",운전연수교육 | 1종대형면허 | 2종보통면허 | 1종보통면허,35.9759308,126.7828993
AcpwAua4xD2PQ0PbacmufA==,향기평생교육원,부산광역시 중구,(48967) 부산광역시 중구 대청로 69-12 향기평생교육원,,051 - 256 - 4788,"도자기 , 목공 , 바리스타",도자기핸드페인팅 | 커피바리스타 과정이수형 | 향기로운 목공예(초중고급반) | 향기로운 제과제빵(초중급반) | 향기로운 제과제빵(중급반) | 향기로운 제과제빵(초급반) | 도자기핸드페인팅(기초반) | 도자기핸드페인팅 | 목공예 소품반 | 커피바리스타 취미반,35.1034769,129.0277295
A0ruG4l5tAZJJImIgtvlog==,송탄아베크피아노학원,경기도 평택시,(17774) 경기도 평택시 관광특구로 32 2층,https://blog.naver.com/avecpiano3690,010 - 4984 - 3690,"성인피아노학원 , 평택성인피아노학원 , 평택성인피아노",,37.0664959,127.0622402
1Tp+4iIGCYtLNV8WzpF3fQ==,에듀스파박문각원격평생교육시설,서울특별시 동작구,(06922) 서울특별시 동작구 노량진로 146 중1층 일부,https://www.pmg.co.kr/user/pno/main.asp,02 - 3489 - 9500,"박문각 , 박문각 공무원 , 9급 올패스",2027 세무직 올패스_1년 | 2027 보호직 올패스_1년 | 2027 사회복지직 올패스_1년 | 2027 고용노동직 올패스_1년 | 2027 교정직 올패스_1년 | 2027 검찰직 올패스_1년 | 2027 교육행정직 올패스_1년 | 2027 일반행정직 올패스_1년 | 2027 박문각 공무원 스파르타 올패스_7급_1년_비환급 | 2027 박문각 공무원 올패스_9급_1년_비환급,37.5132616,126.9421907
3+2EtxXKgMo3zSAX5AlyhQ==,F4대림직업교육원,서울특별시 구로구,(08371) 서울특별시 구로구 도림로20길 18 3층일부(구로동) 지도보기,www.f4school.com,02 - 839 - 2005,"건축도장, 방수 , 온수온돌, 금속재창호 , 거푸집, 철근",금속재창호바우처과정 | 거푸집바우처과정 | 철근바우처과정 | 방수바우처과정 | 온수온돌바우처과정 | 건축도장바우처과정,37.4889857,126.8924293
Qt3pqTQaqStr5NsIFry09Q==,퍼스트바리스타제과제빵학원(구리점),경기도 구리시,(11930) 경기도 구리시 경춘로 274 4층 403호 퍼스트바리스타학원,www.firstcoffee.co.kr,031 - 524 - 9770,"바리스타 , 제과제빵 , 자격증",,37.6025214,127.1455160
7Sq+8jnmaMGRnUBBg3mfpw==,피아리노성인피아노학원(마곡),서울특별시 강서구,(07617) 서울특별시 강서구 방화대로 291 201호 피아리노성인피아노학원 지도보기,www.piareno.com,010 - 4728 - 7149,"피아노 , 작곡 , 실용음악",,37.5666893,126.8162936
9SKGKSlx/Ad62MGYjjxliA==,아이나요가&필라테스평생교육시설,서울특별시 영등포구,(07220) 서울특별시 영등포구 당산로36길 7 2층 아이나 요가앤필라테스,https://ayna.yoga,010 - 8175 - 9015,"요가 , 필라테스 , 요가필라테스",[요가] 2:1 커플 요가 원데이클래스 | [요가/필라테스] 1:1 개인레슨 | [요가/필라테스] 6:1 소그룹 레슨,37.5282992,126.8985766
r/W+lUjF7qfClFzzQY6eFg==,안암동주민자치회,서울특별시 성북구,(02853) 서울특별시 성북구 고려대로 16 지도보기,,2241 - 5200,,,37.5858532,127.0213937
rgMbnFnsozn8Y39LxisS9g==,롯데마트문화센터권선점,경기도 수원시,(16553) 경기도 수원시 권선구 동수원로 232 롯데마트문화센터 권선점 B1,https://culture.lottemart.com/cu/common/main.do,031 - 229 - 7703,,,37.2502595,127.0346909
UsRvyUTXE5AAud7nu+Cf6A==,속초애견미용학원,강원특별자치도 양양군,(25061) 강원특별자치도 양양군 강현면 동해대로 3591 1층,,033 - 672 - 2360,"애견미용 , 애견미용사 , 애견미용사자격증",,38.1568446,128.6091787
1giv/c6pLNW7yzBqtEphow==,더블유컴퓨터아트천호학원,서울특별시 강동구,(05328) 서울특별시 강동구 올림픽로 664 209호,https://cheonho.wcomputerart.com/,02 - 487 - 2201,"컴퓨터학원 , 컴활학원 , 디자인학원",,37.5405554,127.1249758
WTsz0AvsrjapbHijAiAhlQ==,파주신진중장비운전학원,경기도 파주시,(10947) 경기도 파주시 월롱면 정문로293번길 95 파주신진중장비운전학원,http://1644-8688.com/3_1_4.php,031 - 945 - 7030,"중장비 , 건설기계 , 지게차",,37.7895355,126.8127946
izmvHfGp3L1Pbd/pLRuJ3A==,이지ELS(이엘에스)어학원,광주광역시 동구,(61474) 광주광역시 동구 예술길 31-15 2층,http://www.ezels.co.kr,062 - 236 - 0585,"토익 , 영어회화 , 토플",,35.1498863,126.9197982
//vKoYSSgJnrjnbTVpeGnQ==,세종컴퓨터전산학원,광주광역시 남구,(61685) 광주광역시 남구 봉선2로 68 5층 세종컴퓨터전산학원,https://cafe.daum.net/sejong4u,675 - 5922,,,35.1256149,126.9137205
SFt4SaDDqoVDCUq7z+0KCA==,SI평생교육원,서울특별시 동작구,(07024) 서울특별시 동작구 동작대로7길 97 3층,www.sida.or.kr,02 - 592 - 0333,"치과보험청구사 , 치과보험청구사 2급 , 치과보험청구사 3급",환자 케이스로 직접 실습해 보는 BIG 케이스 상담 마스터 되기 | [치과 중간관리자 과정] 행복한 치과 실장 로드맵_1 도전기 | 치과보험청구사 2급 195기 실무총론청구실습 일요반 | 치과보험청구사 2급 194기 실무총론청구실습 토요반 | 치과보험청구사 2급 193기 실무총론청구실습 수요반 | [치과 중간관리자 과정] 행복한 치과 실장 로드맵_3 마스터 | [치과 중간관리자 과정] 행복한 치과 실장 로드맵_2 치트키,37.4771111,126.9778842
cjrRl2e5Iqsl4K42awTkFw==,김재옥토익학원,부산광역시 부산진구,"(47296) 부산광역시 부산진구 중앙대로680번길 22 201호, 202호",https://jaefonline.co.kr/,051 - 961 - 8796,"토익 , toeic , 영어",[현장] 700 종합반 (주 4회) | [600] 2026 상반기 | [700] 2026 상반기 | [950]2026 상반기 실전고득점패스 | 2026 상반기 기본완성패스 | [평생교육이용권] 2026 상반기 기본완성패스 | [평생교육이용권] 2026 상반기 실전고득점패스 | [900] YBM실전 | [850] 기출5탄 | [Live] 700 종합반 (주 4회),35.1531998,129.0604356
E+hSXBT3EtnKeWgJCqV6zw==,대전위드피아레트,대전광역시 서구,(35229) 대전광역시 서구 둔산로31번길 31 방림빌딩 3층,https://with-piano.com,010 - 9189 - 9374,"피아노 , 미술 , 클래식",팔레트 3회 | 피아노 3회,36.3531348,127.3772877
